,gvkey,linkprim,liid,linktype,lpermno,lpermco,linkdt,linkenddt
71058,039262,P,02,LC,22549.0,58851.0,2021-12-20,
71059,039263,P,01,LC,22301.0,58941.0,2021-11-19,
71060,039265,P,01,LC,20120.0,57405.0,2021-07-19,
71061,039266,P,01,LC,21790.0,58622.0,2021-08-06,
71066,039268,P,02,LC,22187.0,58710.0,2021-10-28,
71067,039269,P,01,LC,21705.0,58553.0,2021-07-27,
71068,039271,P,01,LC,21842.0,58660.0,2021-08-10,
71069,039273,P,01,LC,20290.0,57434.0,2021-07-19,
71073,039275,P,02,LC,22470.0,58795.0,2021-12-10,2022-12-30
71074,039276,P,01,LC,21685.0,58531.0,2021-07-23,
71075,039277,P,01,LC,18840.0,56740.0,2021-07-19,
71076,039278,P,01,LC,21967.0,58748.0,2021-09-23,2023-10-31
71079,039280,P,01,LC,19838.0,57181.0,2021-07-19,
71084,039286,P,01,LC,21767.0,58601.0,2021-07-28,
71088,039287,P,02,LC,22599.0,58889.0,2021-12-20,2023-02-03
71089,039290,P,01,LC,22194.0,58839.0,2021-10-08,
71090,039291,P,01,LC,21707.0,58557.0,2021-07-23,
71094,039292,P,02,LC,22172.0,58635.0,2021-10-04,
71095,039293,P,01,LC,21723.0,58570.0,2021-07-29,
71096,039294,P,01,LC,21771.0,58603.0,2021-07-23,
71097,039295,P,01,LC,21693.0,58542.0,2021-07-29,
71102,039301,P,01,LC,18461.0,56625.0,2021-07-21,
71108,039305,P,02,LC,22440.0,58787.0,2021-12-10,2023-10-19
71109,039305,P,02,LC,24472.0,59694.0,2023-10-20,
71110,039306,P,01,LC,20082.0,57303.0,2021-07-21,
71111,039307,P,01,LC,22211.0,58862.0,2021-10-08,2023-03-31
71112,039309,P,01,LC,81527.0,30875.0,2021-08-03,
71114,039310,P,01,LC,21609.0,58512.0,2021-08-03,
71115,039311,P,01,LC,19797.0,57156.0,2021-07-22,
71116,039312,P,01,LC,21648.0,58522.0,2021-07-22,
71120,039316,P,01,LC,20621.0,57651.0,2021-07-22,2023-07-31
71121,039317,P,01,LC,21684.0,58529.0,2021-07-29,
71122,039318,P,01,LC,19649.0,57184.0,2021-07-22,
71124,039319,P,01,LC,21608.0,58511.0,2021-08-02,
71125,039321,P,01,LC,19956.0,57339.0,2021-07-23,
71126,039322,P,01,LC,21781.0,58613.0,2021-07-23,
71127,039323,P,01,LC,20601.0,57630.0,2021-07-23,
71130,039325,P,01,LC,21757.0,58592.0,2021-07-23,
71133,039332,P,01,LC,22799.0,59196.0,2022-02-04,
71134,039333,P,90,LC,23320.0,59374.0,2022-08-26,
71135,039337,P,01,LC,19751.0,57148.0,2021-07-26,
71137,039338,P,01,LC,18457.0,56681.0,2021-07-26,
71142,039342,P,01,LC,22186.0,58833.0,2021-10-29,
71143,039344,P,01,LC,21747.0,58584.0,2021-07-29,
71147,039345,P,02,LC,22553.0,58852.0,2021-12-06,
71148,039350,P,01,LC,21711.0,58559.0,2021-07-28,2023-07-31
71149,039351,P,01,LC,84819.0,15483.0,2021-07-28,
71150,039352,P,01,LC,91395.0,50969.0,2021-07-28,
71151,039354,P,01,LC,22238.0,58890.0,2021-10-20,
71155,039355,P,02,LC,23061.0,59146.0,2022-04-11,
71156,039356,P,01,LC,21773.0,58605.0,2021-07-28,
71157,039357,P,01,LC,20354.0,57595.0,2021-07-29,
71158,039358,P,01,LC,21729.0,58572.0,2021-07-29,
71159,039359,P,01,LC,21759.0,58595.0,2021-07-29,
71163,039363,P,01,LC,20451.0,57653.0,2021-07-29,
71167,039364,P,02,LC,22275.0,58707.0,2021-11-12,2022-12-30
71168,039365,P,01,LC,21843.0,58661.0,2021-08-05,
71170,039371,P,01,LC,20172.0,57359.0,2021-07-30,
71174,039372,P,02,LC,22390.0,58793.0,2021-11-29,2023-07-31
71178,039376,P,01,LC,22195.0,58840.0,2021-10-13,
71179,039377,P,01,LC,20441.0,57645.0,2021-08-02,
71180,039378,P,01,LC,19930.0,57218.0,2021-08-02,
71183,039380,P,01,LC,20404.0,57553.0,2021-08-03,
71187,039381,P,02,LC,21909.0,58642.0,2021-09-24,
71190,039386,P,01,LC,21827.0,58638.0,2021-08-05,
71195,039391,P,01,LC,22424.0,59023.0,2021-12-09,
71198,039396,P,01,LC,21816.0,58631.0,2021-08-06,
71203,039398,P,02,LC,21925.0,58654.0,2021-10-01,2023-08-31
71209,039399,P,02,LC,21907.0,58641.0,2021-10-01,
71212,039401,P,02,LC,22201.0,58657.0,2021-10-01,2023-02-26
71213,039401,P,02,LC,23724.0,59493.0,2023-02-27,2023-12-29
71215,039402,P,01,LC,19813.0,57334.0,2021-08-11,
71218,039405,P,01,LC,20126.0,57323.0,2021-08-11,
71219,039406,P,01,LC,21809.0,58628.0,2021-08-11,
71223,039408,P,02,LC,22271.0,58639.0,2021-11-10,
71227,039409,P,02,LC,22127.0,58763.0,2021-10-25,
71231,039410,P,02,LC,22202.0,58717.0,2021-10-25,2023-02-02
71232,039411,P,01,LC,21875.0,58680.0,2021-08-26,
71235,039412,P,02,LC,22223.0,58672.0,2021-10-01,
71242,039417,P,01,LC,20397.0,57549.0,2021-08-12,
71243,039418,P,01,LC,21826.0,58637.0,2021-08-12,2023-03-31
71248,039425,P,02,LC,22346.0,58985.0,2021-11-22,
71249,039426,P,01,LC,21837.0,58656.0,2021-08-13,
71250,039427,P,01,LC,19146.0,56956.0,2021-08-13,
71254,039431,P,03,LC,22419.0,58809.0,2021-11-26,
71258,039432,P,02,LC,22370.0,58792.0,2021-11-22,2023-04-28
71262,039433,P,02,LC,22100.0,58756.0,2021-10-22,
71264,039434,C,01,LC,21931.0,58722.0,2021-09-29,
71267,039435,P,01,LC,19136.0,56946.0,2021-08-16,2023-12-19
71269,039436,P,01,LC,21862.0,58671.0,2021-08-16,2023-10-18
71270,039436,P,01,LC,24493.0,59706.0,2023-10-19,
71275,039442,P,01,LC,20094.0,57307.0,2021-08-17,
71277,039448,P,01,LC,20419.0,57560.0,2021-08-18,
71282,039450,P,02,LC,22192.0,58649.0,2021-10-18,2023-08-31
71286,039451,P,02,LC,22216.0,58668.0,2021-10-18,
71290,039452,P,02,LC,22625.0,59055.0,2022-01-18,
71291,039453,P,01,LC,21892.0,58694.0,2021-09-15,
71296,039454,P,02,LC,22635.0,59062.0,2022-02-01,
71300,039455,P,02,LC,22548.0,58721.0,2021-12-08,
71304,039456,P,02,LC,22646.0,58850.0,2022-01-11,
71305,039457,P,01,LC,21964.0,58747.0,2021-09-14,
71309,039458,P,02,LC,22257.0,58752.0,2021-10-04,
71324,039465,P,02,LC,22547.0,58849.0,2021-12-03,2023-11-30
71328,039466,P,02,LC,22766.0,59119.0,2022-02-23,
71335,039468,P,02,LC,22233.0,58678.0,2021-10-21,2023-04-28
71338,039469,P,02,LC,22544.0,58845.0,2021-12-01,2023-12-29
71342,039471,P,02,LC,22224.0,58739.0,2021-10-06,
71344,039472,P,01,LC,20310.0,57455.0,2021-08-20,
71348,039474,P,02,LC,22378.0,58757.0,2021-11-12,
71349,039475,P,01,LC,22097.0,58788.0,2021-10-18,
71350,039476,P,01,LC,21891.0,58693.0,2021-09-15,
71351,039477,P,01,LC,21970.0,58750.0,2021-09-15,
71355,039478,P,02,LC,22677.0,58883.0,2022-01-03,2023-02-28
71359,039480,P,02,LC,22887.0,59166.0,2022-03-17,
71360,039481,P,01,LC,22077.0,58773.0,2021-09-15,
71361,039482,P,01,LC,21893.0,58695.0,2021-09-15,
71362,039483,P,01,LC,21890.0,58692.0,2021-09-15,
71363,039487,P,01,LC,21894.0,58696.0,2021-09-16,2023-08-31
71365,039488,P,02,LC,21951.0,58740.0,2021-09-27,2022-12-18
71366,039488,P,02,LC,23613.0,59455.0,2022-12-19,
71367,039489,P,01,LC,23792.0,59519.0,2023-03-15,
71368,039490,P,01,LC,19194.0,56974.0,2021-08-24,
71376,039500,P,01,LC,21975.0,58753.0,2021-09-22,
71379,039501,P,02,LC,22380.0,58759.0,2021-11-01,
71380,039502,P,01,LC,21905.0,58703.0,2021-09-29,
71381,039503,P,01,LC,20178.0,57363.0,2021-08-25,
71383,039505,P,01,LC,20599.0,57936.0,2021-08-25,
71387,039507,P,02,LC,22923.0,59148.0,2022-03-11,
71388,039508,P,01,LC,21926.0,58716.0,2021-09-15,2023-08-31
71390,039510,P,01,LC,20843.0,57761.0,2021-08-26,
71395,039512,P,02,LC,22573.0,58962.0,2021-12-27,
71399,039513,P,02,LC,22666.0,59089.0,2022-01-20,
71414,039524,P,01,LC,21896.0,58698.0,2021-09-22,
71415,039525,P,01,LC,20137.0,57330.0,2021-08-27,
71416,039526,P,01,LC,22003.0,58758.0,2021-09-23,
71417,039527,P,01,LC,17869.0,56397.0,2021-08-27,
71421,039528,P,02,LC,22299.0,58719.0,2021-11-05,2022-10-27
71422,039528,P,02,LC,23504.0,59432.0,2022-10-28,
71427,039529,P,02,LC,22529.0,58922.0,2022-01-01,
71428,039530,C,01,LC,21847.0,58663.0,2021-08-27,
71429,039533,P,01,LC,20128.0,57325.0,2021-08-27,2023-03-31
71431,039534,P,01,LC,21794.0,58623.0,2021-08-27,
71435,039535,P,01,LC,19295.0,56942.0,2021-08-27,2023-08-04
71439,039538,P,01,LC,20295.0,57441.0,2021-08-30,
71440,039539,P,01,LC,21895.0,58697.0,2021-09-22,
71441,039540,P,01,LC,21897.0,58699.0,2021-09-23,
71442,039541,P,90,LC,22684.0,59143.0,2022-01-18,
71443,039542,P,01,LC,21962.0,58746.0,2021-09-23,
71444,039544,P,01,LC,21949.0,58737.0,2021-09-30,
71446,039546,P,01,LC,22260.0,58907.0,2021-11-03,
71447,039547,P,01,LC,21957.0,58742.0,2021-09-23,
71448,039548,P,01,LC,23046.0,59271.0,2022-04-27,
71450,039550,P,01,LC,21834.0,58652.0,2021-08-31,
71452,039552,P,01,LC,22209.0,58859.0,2021-10-13,
71453,039553,P,01,LC,23007.0,59254.0,2022-04-12,
71454,039554,P,01,LC,21898.0,58700.0,2021-09-24,
71455,039555,P,01,LC,21904.0,58702.0,2021-09-28,
71456,039556,P,01,LC,21916.0,58712.0,2021-09-23,
71457,039557,P,01,LC,22342.0,58979.0,2021-11-09,
71458,039559,P,01,LC,22782.0,59184.0,2022-02-16,
71460,039561,P,01,LC,22027.0,58765.0,2021-09-20,
71463,039563,P,01,LC,21933.0,58726.0,2021-09-24,
71464,039564,P,01,LC,21889.0,58691.0,2021-09-15,
71468,039566,P,02,LC,22304.0,58857.0,2021-11-09,2023-01-29
71469,039566,P,02,LC,23666.0,59471.0,2023-01-30,
71472,039567,P,01,LC,21424.0,58347.0,2021-09-30,
71476,039570,P,01,LC,20253.0,57395.0,2021-09-02,
71479,039571,P,01,LC,16837.0,56019.0,2020-10-01,
71483,039573,P,02,LC,22272.0,58705.0,2021-11-05,
71487,039574,P,02,LC,22282.0,58834.0,2021-11-26,
71488,039575,P,01,LC,22200.0,58843.0,2021-10-20,
71492,039576,P,02,LC,23408.0,59370.0,2022-09-30,
71493,039577,P,01,LC,19417.0,57059.0,2021-09-03,2022-12-30
71494,039578,P,01,LC,20399.0,57550.0,2021-09-03,
71498,039581,P,02,LC,22563.0,58947.0,2021-12-16,
71502,039582,P,02,LC,22575.0,58966.0,2021-12-23,2023-03-06
71506,039584,P,02,LC,22309.0,58727.0,2021-11-22,2023-10-31
71510,039585,P,02,LC,22764.0,59056.0,2022-02-11,
71514,039586,P,02,LC,22570.0,58957.0,2021-12-27,
71515,039589,P,01,LC,21913.0,58708.0,2021-09-07,
71518,039592,P,01,LC,22281.0,58923.0,2021-11-11,
71523,039595,P,01,LC,22204.0,58853.0,2021-10-01,
71524,039596,P,90,LC,22159.0,58805.0,2021-10-01,
71525,039598,P,01,LC,22217.0,58868.0,2021-10-27,
71529,039599,P,02,LC,22326.0,58869.0,2021-11-22,2023-11-30
71561,039617,P,02,LC,22661.0,59084.0,2022-01-21,
71563,039618,P,01,LC,22347.0,58986.0,2021-11-11,
71567,039619,P,02,LC,22303.0,58854.0,2021-11-22,
71569,039620,P,01,LC,22538.0,59066.0,2021-12-08,
71570,039621,P,01,LC,19114.0,56931.0,2021-09-10,
71571,039622,P,01,LC,22636.0,59122.0,2022-01-13,
71575,039623,P,02,LC,22606.0,58893.0,2021-12-08,2023-01-31
71576,039624,P,01,LC,19459.0,57081.0,2021-09-10,
71579,039626,P,01,LC,23199.0,59326.0,2022-06-01,
71580,039627,P,01,LC,22619.0,59111.0,2022-01-25,
71590,039631,P,02,LC,22645.0,58940.0,2022-01-10,
71591,039632,P,01,LC,22255.0,58901.0,2021-10-06,
71592,039633,P,01,LC,22196.0,58841.0,2021-10-20,
71596,039634,P,02,LC,22359.0,58789.0,2021-11-12,2023-12-08
71597,039636,P,90,LC,22203.0,58848.0,2021-10-01,
71599,039637,P,01,LC,23396.0,59394.0,2022-09-28,
71603,039638,P,02,LC,22355.0,58754.0,2021-11-18,
71604,039639,P,01,LC,21946.0,58735.0,2021-09-29,2023-06-30
71605,039641,P,01,LC,22671.0,59138.0,2022-01-19,
71606,039642,P,01,LC,22210.0,58860.0,2021-10-15,
71614,039646,P,02,LC,22535.0,58838.0,2021-12-06,
71618,039647,P,02,LC,22540.0,58844.0,2021-12-02,
71619,039648,P,01,LC,22079.0,58775.0,2021-10-07,
71623,039649,P,02,LC,22332.0,58876.0,2021-11-26,
71625,039651,P,01,LC,21903.0,58701.0,2021-10-01,
71634,039656,P,01,LC,21940.0,58732.0,2021-09-15,
71638,039657,P,02,LC,22524.0,58826.0,2021-12-20,2023-01-31
71642,039659,P,02,LC,22597.0,58885.0,2021-12-06,2023-11-30
71647,039663,P,02,LC,22857.0,58768.0,2022-02-28,
71651,039664,P,02,LC,22317.0,58863.0,2021-11-29,
71652,039665,P,01,LC,22240.0,58894.0,2021-10-07,
71666,039676,P,01,LC,22169.0,58810.0,2021-10-14,
71667,039677,P,01,LC,22562.0,59085.0,2021-12-16,
71672,039680,P,01,LC,21102.0,57981.0,2021-09-17,
71673,039683,P,01,LC,22229.0,58881.0,2021-10-08,
71674,039684,P,01,LC,22086.0,58780.0,2021-10-29,
71676,039685,P,01,LC,22081.0,58777.0,2021-10-13,
71677,039687,P,01,LC,22084.0,58778.0,2021-10-14,
71689,039693,P,02,LC,22318.0,58864.0,2021-11-26,2023-03-29
71690,039693,P,02,LC,23776.0,59510.0,2023-03-30,
71707,039703,P,01,LC,20130.0,57413.0,2021-09-21,
71716,039712,P,01,LC,19803.0,57157.0,2021-09-20,
71731,039720,P,02,LC,22279.0,58831.0,2021-11-17,
71735,039721,P,02,LC,22640.0,58933.0,2022-01-20,
71739,039722,P,02,LC,22336.0,58888.0,2021-11-09,2022-10-31
71740,039724,P,01,LC,22181.0,58825.0,2021-10-08,
71741,039726,P,01,LC,22096.0,58786.0,2021-10-22,
71742,039728,P,01,LC,22213.0,58865.0,2021-10-14,
71743,039733,P,01,LC,23815.0,59534.0,2023-03-28,
71744,039734,P,01,LC,22149.0,58802.0,2021-10-15,
71748,039735,P,02,LC,22288.0,58835.0,2021-11-04,2023-04-28
71752,039736,P,02,LC,22612.0,58992.0,2021-12-23,
71757,039737,P,02,LC,22658.0,59082.0,2022-02-01,2023-03-31
71759,039738,P,01,LC,20726.0,57692.0,2021-09-27,
71763,039739,P,02,LC,22545.0,58846.0,2021-12-09,2023-07-31
71765,039740,P,01,LC,19180.0,56936.0,2021-09-27,
71774,039746,P,02,LC,22615.0,58903.0,2021-12-10,
71779,039748,P,02,LC,22546.0,58847.0,2021-12-13,
71780,039749,P,01,LC,22199.0,58842.0,2021-10-21,
71781,039750,P,01,LC,22145.0,58801.0,2021-10-21,
71782,039751,P,01,LC,22088.0,58782.0,2021-10-28,
71784,039752,P,01,LC,19592.0,57102.0,2021-09-23,
71787,039753,P,01,LC,22252.0,58899.0,2021-10-22,2023-12-28
71789,039755,P,01,LC,22655.0,59131.0,2022-01-12,
71790,039756,P,01,LC,22085.0,58779.0,2021-10-21,
71800,039762,P,01,LC,21991.0,58755.0,2021-09-28,
71804,039763,P,02,LC,22504.0,58813.0,2021-12-13,
71808,039764,P,02,LC,22594.0,58880.0,2021-12-09,
71824,039773,P,02,LC,23938.0,59531.0,2023-05-01,
71825,039774,P,01,LC,22256.0,58902.0,2021-10-21,
71834,039782,P,01,LC,21955.0,58741.0,2021-09-30,
71835,039783,P,01,LC,20552.0,57693.0,2021-09-30,
71836,039784,P,01,LC,20402.0,57608.0,2021-09-30,
71837,039785,P,01,LC,19061.0,56903.0,2021-09-30,
71838,039786,P,01,LC,22078.0,58774.0,2021-09-30,
71840,039787,P,01,LC,21922.0,58714.0,2021-10-08,
71844,039789,P,02,LC,22341.0,58892.0,2021-11-16,
71845,039791,P,01,LC,22236.0,58884.0,2021-10-01,
71854,039800,P,01,LC,20357.0,57538.0,2021-10-01,
71855,039801,C,01,LC,21828.0,58640.0,2021-08-03,2021-09-30
71856,039801,P,01,LC,21828.0,58640.0,2021-10-01,
71858,039804,P,01,LC,22132.0,58797.0,2021-10-01,
71859,039805,P,01,LC,22177.0,58822.0,2021-10-27,
71860,039806,P,01,LC,22258.0,58905.0,2021-10-22,
71864,039807,P,02,LC,22519.0,58820.0,2021-12-27,2023-05-03
71868,039808,P,02,LC,22778.0,59087.0,2022-02-04,
71872,039809,P,02,LC,22572.0,58866.0,2021-12-17,2023-05-31
71873,039810,P,01,LC,22087.0,58781.0,2021-10-27,
71875,039811,P,01,LC,22265.0,58911.0,2021-11-10,
71876,039813,P,90,LC,22319.0,58956.0,2021-11-01,
71877,039815,P,01,LC,22175.0,58819.0,2021-10-04,
71881,039816,P,02,LC,22505.0,58814.0,2021-12-17,
71885,039817,P,02,LC,22616.0,58904.0,2021-12-13,
71886,039818,P,01,LC,22248.0,58897.0,2021-10-29,
71887,039819,P,01,LC,22232.0,58882.0,2021-10-27,
71888,039820,P,01,LC,22262.0,58908.0,2021-11-04,
71889,039821,P,01,LC,22284.0,58924.0,2021-11-10,
71890,039822,P,01,LC,22206.0,58856.0,2021-10-28,
71891,039823,P,01,LC,22089.0,58783.0,2021-10-28,
71898,039830,P,01,LC,22178.0,58823.0,2021-10-29,
71899,039831,P,01,LC,22115.0,58794.0,2021-11-01,
71904,039834,P,02,LC,22662.0,58861.0,2022-01-03,
71905,039835,P,01,LC,22343.0,58980.0,2021-11-09,
71909,039836,P,02,LC,22676.0,58971.0,2022-01-24,
71913,039837,P,02,LC,22502.0,58811.0,2021-12-13,2023-10-31
71914,039838,P,01,LC,22333.0,58974.0,2021-11-11,
71915,039839,P,01,LC,22785.0,59188.0,2022-02-04,
71926,039850,P,01,LC,20155.0,57570.0,2021-10-07,
71934,039852,P,02,LC,22532.0,58837.0,2021-12-30,
71939,039853,P,02,LC,22669.0,58953.0,2022-01-03,
71943,039854,P,02,LC,22574.0,58963.0,2021-12-02,
71947,039855,P,02,LC,22588.0,58972.0,2021-12-10,
71951,039856,P,02,LC,22521.0,58821.0,2021-12-13,
71953,039860,P,01,LC,22158.0,58804.0,2021-11-01,
71954,039861,P,01,LC,22362.0,58999.0,2021-11-03,
71959,039862,P,02,LC,22608.0,58898.0,2021-12-17,
71960,039863,P,01,LC,22767.0,59168.0,2022-02-18,
71962,039867,P,01,LC,22263.0,58909.0,2021-11-04,
71963,039868,P,01,LC,22351.0,58989.0,2021-11-11,
71964,039869,P,01,LC,22244.0,58895.0,2021-10-29,
71968,039871,P,02,LC,22587.0,58875.0,2021-12-20,2023-12-29
71969,039872,P,01,LC,22184.0,58829.0,2021-10-29,
71973,039874,P,01,LC,23380.0,59390.0,2022-09-22,
71974,039875,P,01,LC,20171.0,57358.0,2021-10-11,
71978,039876,P,02,LC,22564.0,58949.0,2021-12-27,2023-04-28
71979,039877,P,01,LC,22334.0,58975.0,2021-11-05,
71983,039878,P,02,LC,22560.0,58945.0,2021-12-30,2023-05-10
71984,039879,P,01,LC,22328.0,58969.0,2021-11-05,
71985,039882,P,01,LC,22321.0,58960.0,2021-11-11,
71993,039885,P,02,LC,22579.0,58967.0,2021-12-27,2023-10-01
71994,039885,P,02,LC,24488.0,59702.0,2023-10-02,
71995,039886,P,01,LC,22413.0,59011.0,2021-11-17,2023-01-31
71996,039887,P,90,LC,22400.0,59010.0,2021-11-05,
72002,039891,P,02,LC,22552.0,58942.0,2021-12-08,
72006,039892,P,02,LC,23112.0,59269.0,2022-05-31,
72011,039893,P,02,LC,22685.0,59104.0,2022-01-21,
72013,039895,P,01,LC,22266.0,58912.0,2021-11-10,
72017,039896,P,02,LC,22607.0,58987.0,2021-12-30,2023-06-30
72022,039897,P,02,LC,22754.0,59046.0,2022-02-01,2023-06-09
72023,039899,P,01,LC,22312.0,58948.0,2021-11-05,
72024,039901,P,01,LC,22418.0,59015.0,2021-11-10,
72025,039902,P,01,LC,22345.0,58984.0,2021-11-09,
72029,039903,P,02,LC,22447.0,59000.0,2021-12-27,
72031,039907,P,01,LC,22245.0,58896.0,2021-11-05,
72033,039908,P,01,LC,20611.0,57640.0,2021-10-18,2022-07-08
72034,039909,P,01,LC,20179.0,57364.0,2021-10-18,
72035,039910,P,01,LC,22287.0,58927.0,2021-11-11,
72036,039912,P,01,LC,22583.0,59092.0,2021-12-09,
72037,039914,P,01,LC,22416.0,59012.0,2021-11-11,
72041,039915,P,02,LC,22715.0,59002.0,2022-01-14,
72046,039923,P,02,LC,22604.0,58982.0,2021-12-23,2023-05-10
72050,039925,P,02,LC,22507.0,59019.0,2021-12-27,
72054,039926,P,02,LC,22670.0,58961.0,2022-01-14,
72059,039931,P,01,LC,20381.0,57600.0,2021-10-20,
72063,039935,P,01,LC,19593.0,57103.0,2021-10-21,
72067,039936,P,02,LC,22650.0,59073.0,2022-01-13,2023-12-29
72068,039937,P,01,LC,23068.0,59280.0,2022-05-04,
72069,039938,P,01,LC,22168.0,58808.0,2021-10-22,
72071,039941,P,01,LC,22296.0,58935.0,2021-11-12,
72072,039942,P,01,LC,22267.0,58914.0,2021-11-17,
72076,039944,C,02,LC,22647.0,59072.0,2022-01-10,
72077,039945,P,01,LC,22338.0,58976.0,2021-11-17,
72081,039947,P,02,LC,22690.0,58991.0,2022-01-31,2023-05-31
72086,039948,P,02,LC,22506.0,58913.0,2022-01-01,
72090,039949,P,02,LC,22543.0,58938.0,2021-12-30,
72094,039950,P,02,LC,22970.0,59158.0,2022-03-14,
72096,039951,P,01,LC,20576.0,57713.0,2021-10-25,
72098,039954,P,01,LC,20322.0,57578.0,2021-10-25,2022-08-31
72106,039957,P,02,LC,23038.0,59182.0,2022-04-04,2023-11-15
72107,039957,P,02,LC,24577.0,59728.0,2023-11-16,
72111,039958,P,02,LC,22474.0,59005.0,2021-12-23,2023-10-31
72113,039959,P,90,LC,22801.0,59197.0,2022-02-11,
72114,039960,P,01,LC,22316.0,58950.0,2021-11-17,
72115,039961,P,01,LC,22268.0,58915.0,2021-11-18,
72117,039962,P,01,LC,22214.0,58867.0,2021-11-08,2023-06-30
72120,039963,P,01,LC,22092.0,58784.0,2021-11-04,
72121,039964,P,01,LC,22595.0,59097.0,2021-12-08,
72126,039965,P,02,LC,22639.0,59067.0,2022-01-21,
72130,039966,P,02,LC,22738.0,59008.0,2022-01-10,2023-12-04
72138,039976,P,01,LC,22140.0,58800.0,2021-10-27,
72146,039980,P,02,LC,22668.0,58952.0,2022-01-07,2023-10-03
72147,039981,P,01,LC,22659.0,59132.0,2022-01-07,
72151,039982,P,02,LC,22641.0,58934.0,2022-01-10,2023-12-07
72157,039989,P,01,LC,22098.0,58790.0,2021-10-28,
72158,039991,P,01,LC,24017.0,59593.0,2023-06-30,
72159,039992,P,01,LC,22220.0,58872.0,2021-10-29,
72163,039993,P,02,LC,22663.0,59088.0,2022-01-07,2023-06-01
72164,039993,P,02,LC,24000.0,59589.0,2023-06-02,
72165,039994,P,01,LC,20844.0,57762.0,2021-10-29,
72169,039996,P,02,LC,22762.0,59115.0,2022-02-23,
72170,039997,P,01,LC,22503.0,59045.0,2021-12-09,
72174,039998,P,02,LC,23618.0,59397.0,2022-12-08,
72176,040004,P,02,LC,22600.0,58977.0,2021-12-01,2023-12-04
72180,040008,P,02,LC,22527.0,58920.0,2021-12-09,
72183,040015,P,01,LC,17901.0,56379.0,2021-11-01,2023-05-25
72184,040015,P,01,LC,17901.0,56379.0,2023-06-15,
72185,040016,P,01,LC,23109.0,59290.0,2022-05-05,
72187,040024,P,01,LC,22784.0,59186.0,2022-02-02,
72195,040040,P,02,LC,22749.0,59018.0,2022-01-10,2023-11-30
72207,040072,P,02,LC,22624.0,58919.0,2022-01-10,2023-11-30
72211,040080,P,02,LC,22750.0,59043.0,2022-01-18,
72215,040084,P,02,LC,22688.0,58990.0,2022-01-13,
72217,040092,P,01,LC,20207.0,57377.0,2021-11-05,
72221,040096,P,02,LC,22775.0,59078.0,2022-02-22,
72222,040108,P,01,LC,22422.0,59021.0,2021-11-09,
72225,040116,P,01,LC,12350.0,53535.0,2021-11-05,
72229,040120,P,02,LC,22651.0,59074.0,2022-01-24,2023-04-28
72233,040124,P,02,LC,22900.0,59130.0,2022-03-14,
72237,040128,P,03,LC,22810.0,59029.0,2022-02-07,
72241,040132,P,02,LC,22566.0,58954.0,2021-12-22,
72248,040208,P,02,LC,22632.0,59060.0,2022-01-24,
72253,040224,P,02,LC,22596.0,59098.0,2021-12-29,
72258,040235,P,02,LC,22678.0,59099.0,2022-01-05,
72260,040236,P,01,LC,23058.0,59274.0,2022-04-27,
72261,040237,P,90,LC,22557.0,59079.0,2021-12-15,
72273,040243,P,02,LC,22687.0,59105.0,2022-01-24,2023-09-29
72278,040248,P,01,LC,22264.0,58910.0,2021-11-15,
72282,040249,P,02,LC,22731.0,59035.0,2022-01-21,
72286,040251,P,02,LC,22877.0,59042.0,2022-02-04,
72290,040253,P,02,LC,22630.0,59058.0,2022-01-24,2023-10-09
72300,040258,P,02,LC,22755.0,59048.0,2022-01-24,2023-06-08
72304,040259,P,02,LC,22642.0,59068.0,2022-01-12,2022-12-30
72306,040261,P,01,LC,22772.0,59174.0,2022-02-11,
72310,040264,P,02,LC,22751.0,59044.0,2022-01-27,2023-06-09
72314,040265,P,02,LC,22770.0,59125.0,2022-02-25,
72330,040277,P,02,LC,22633.0,59061.0,2022-01-24,2023-06-06
72334,040279,P,02,LC,23113.0,59227.0,2022-05-02,
72340,040285,P,01,LC,22329.0,58973.0,2021-11-30,
72350,040292,P,01,LC,22425.0,59024.0,2021-12-15,
72354,040293,P,02,LC,23012.0,59171.0,2022-04-18,
72359,040294,P,02,LC,22654.0,59081.0,2022-02-01,
72364,040295,P,02,LC,22693.0,59109.0,2022-02-01,
72368,040299,P,01,LC,22396.0,59007.0,2021-11-22,
72373,040300,P,02,LC,22683.0,59103.0,2022-02-01,
72377,040302,P,02,LC,22823.0,59149.0,2022-02-28,2023-10-31
72382,040303,P,02,LC,22628.0,59057.0,2022-01-27,
72386,040304,P,02,LC,22703.0,59028.0,2022-01-28,
72387,040305,P,01,LC,22602.0,59102.0,2021-12-14,
72388,040306,P,01,LC,23064.0,59278.0,2022-05-13,
72389,040307,P,01,LC,22689.0,59145.0,2022-01-07,
72394,040308,P,02,LC,22653.0,59076.0,2022-02-01,
72396,040310,P,02,LC,22556.0,59077.0,2021-12-23,
72400,040312,P,02,LC,22773.0,59069.0,2022-02-07,
72409,040318,P,02,LC,22790.0,59095.0,2022-02-04,
72413,040319,P,03,LC,22910.0,59139.0,2022-03-04,
72417,040320,P,02,LC,22777.0,59086.0,2022-02-03,
72420,040321,P,02,LC,22774.0,59071.0,2022-02-01,2023-10-31
72421,040321,P,02,LC,24566.0,59719.0,2023-11-01,
72422,040322,P,01,LC,22388.0,59003.0,2021-11-24,
