,gvkey,linkprim,liid,linktype,lpermno,lpermco,linkdt,linkenddt
18237,007714,C,00X,LU,56267.0,3154.0,1973-09-01,1977-09-29
18238,007714,P,01,LU,56267.0,3154.0,1977-09-30,1984-12-31
18240,007716,P,01,LU,56291.0,3145.0,1973-01-31,1993-08-11
18242,007718,C,00X,LU,56339.0,3202.0,1974-02-01,1976-01-29
18243,007718,P,01,LU,56339.0,3202.0,1976-01-30,2000-09-29
18245,007719,P,01,LU,56347.0,5585.0,1982-07-09,1986-12-31
18250,007720,C,01,LC,60978.0,3153.0,1972-12-14,1992-10-06
18251,007720,C,01,LC,78991.0,3153.0,1993-04-15,1995-12-13
18254,007721,P,01,LU,58499.0,3156.0,1972-12-14,1979-06-29
18261,007723,P,01,LU,56363.0,3161.0,1972-12-14,2006-01-31
18263,007724,C,00X,LU,13354.0,21473.0,1950-01-01,1962-01-30
18264,007724,P,01,LU,13354.0,21473.0,1962-01-31,1993-10-29
18267,007725,P,01,LU,56258.0,25505.0,1973-01-04,1978-08-31
18271,007727,C,01,LU,47028.0,21253.0,1968-10-22,1997-06-30
18276,007728,C,01,LC,90414.0,6536.0,1983-10-31,1984-10-11
18277,007728,C,01,LC,90414.0,6536.0,1985-02-26,1985-08-28
18278,007728,C,01,LC,90414.0,6536.0,1986-02-10,1989-01-17
18280,007729,C,00X,LU,56371.0,3165.0,1973-09-01,1978-01-30
18281,007729,C,01,LU,56371.0,3165.0,1978-01-31,1992-04-21
18283,007730,P,01,LU,90422.0,7707.0,1985-08-23,1989-05-31
18286,007733,C,00X,LU,25590.0,21255.0,1958-01-01,1962-01-30
18287,007733,P,01,LU,25590.0,21255.0,1962-01-31,
18288,007734,C,00X,LU,61444.0,3186.0,1973-01-01,1973-01-30
18289,007734,P,01,LU,61444.0,3186.0,1973-01-31,1998-10-30
18290,007735,C,00X,LU,24934.0,23302.0,1959-10-01,1964-05-27
18291,007735,P,01,LU,24934.0,23302.0,1964-05-28,1973-11-30
18294,007736,P,01,LU,56398.0,7059.0,1984-05-30,1986-06-23
18297,007738,P,01,LU,90449.0,7651.0,1985-07-19,1988-09-30
18300,007739,C,00X,LC,20570.0,23010.0,1950-01-01,1962-01-30
18301,007739,C,02,LC,20570.0,23010.0,1962-01-31,1986-04-29
18302,007739,C,02,LC,79510.0,12362.0,1993-09-13,1995-09-20
18304,007740,C,00X,LC,56419.0,3189.0,1973-02-01,1978-01-30
18305,007740,P,01,LC,56419.0,3189.0,1978-01-31,1995-04-28
18308,007741,P,01,LC,56435.0,6173.0,1983-07-12,1986-12-31
18309,007741,P,01,LC,72338.0,21256.0,1987-01-20,
18312,007742,P,01,LU,49170.0,25051.0,1969-09-09,1982-08-31
18316,007743,C,01,LU,52687.0,21254.0,1971-06-15,1994-12-06
18319,007744,C,01,LC,45567.0,24829.0,1968-01-04,1977-12-31
18321,007745,C,01,LC,17278.0,56247.0,1983-09-13,1999-01-29
18322,007745,C,00X,LC,19019.0,21257.0,1950-01-01,1962-01-30
18323,007745,C,01,LC,19019.0,21257.0,1962-01-31,1983-09-12
18326,007746,P,01,LU,56478.0,3205.0,1972-12-14,1990-10-31
18329,007747,P,01,LU,56486.0,3207.0,1977-10-31,1981-04-16
18331,007748,P,01,LU,56507.0,6451.0,1983-10-04,1990-07-31
18334,007749,P,01,LU,58456.0,3120.0,1972-12-14,1984-12-31
18337,007750,P,01,LC,52337.0,21258.0,1971-04-28,
18338,007751,C,00X,LU,56515.0,3208.0,1973-04-01,1979-06-28
18339,007751,P,01,LU,56515.0,3208.0,1979-06-29,1983-03-31
18343,007753,C,01,LU,56531.0,3210.0,1978-01-31,1991-11-29
18347,007754,P,01,LU,59096.0,3211.0,1972-12-14,1990-04-11
18350,007755,C,01,LU,56550.0,6501.0,1983-10-14,1984-09-05
18353,007756,P,01,LU,56566.0,3223.0,1972-12-14,1981-12-31
18355,007757,P,01,LU,56574.0,3228.0,1979-08-21,1980-09-30
18362,007758,C,01,LC,53137.0,3235.0,1971-09-07,1979-06-25
18363,007758,C,01,LC,53137.0,3235.0,1981-02-12,1985-11-03
18364,007758,C,01,LC,53137.0,3235.0,1986-11-05,1987-08-31
18365,007758,C,01,LC,53137.0,3235.0,1987-10-22,2000-11-16
18368,007759,P,01,LU,58501.0,3236.0,1972-12-14,2021-10-29
18373,007761,P,01,LC,56630.0,7184.0,1984-08-14,1995-07-31
18375,007761,P,03,LC,56630.0,7184.0,1995-08-09,2001-08-31
18379,007762,P,01,LU,34497.0,21259.0,1962-07-02,
18382,007763,C,01,LU,56638.0,3115.0,1978-01-31,1993-01-04
18385,007764,P,01,LU,34518.0,24010.0,1966-01-31,1970-08-11
18390,007766,C,99X,LU,56654.0,3246.0,1973-01-01,1974-08-08
18395,007768,P,01,LU,56689.0,3251.0,1982-01-29,1986-06-30
18415,007771,P,01,LU,60556.0,25648.0,1978-08-21,1984-03-30
18418,007772,P,01,LC,51377.0,21261.0,1970-10-20,2011-09-30
18419,007773,C,00X,LU,22066.0,21262.0,1959-09-01,1962-01-30
18420,007773,P,01,LU,22066.0,21262.0,1962-01-31,2003-06-30
18422,007774,P,01,LU,56726.0,3260.0,1972-12-14,1985-06-28
18424,007775,P,01,LU,56734.0,3261.0,1980-02-20,1984-11-30
18427,007776,P,01,LC,51166.0,25167.0,1970-09-22,1980-12-31
18429,007777,P,01,LU,26753.0,21263.0,1962-01-31,2000-09-29
18431,007778,P,01,LU,28193.0,23526.0,1962-01-31,1978-07-31
18434,007779,C,01,LU,56769.0,3264.0,1976-01-02,1981-03-31
18435,007780,C,00X,LU,13370.0,22430.0,1950-01-01,1962-01-30
18436,007780,P,01,LU,13370.0,22430.0,1962-01-31,1982-01-29
18438,007781,P,01,LU,56777.0,3276.0,1979-01-31,2013-11-29
18440,007782,P,01,LU,56785.0,3272.0,1973-11-05,1975-06-30
18443,007783,C,01,LU,56793.0,3269.0,1975-01-15,1980-04-11
18446,007784,P,01,LU,34550.0,24014.0,1962-10-31,1974-07-11
18447,007785,C,00X,LU,56814.0,3297.0,1973-07-01,1977-07-28
18448,007785,P,01,LU,56814.0,3297.0,1977-07-29,1983-06-30
18451,007786,P,01,LU,53436.0,25316.0,1971-10-26,1979-04-30
18455,007788,P,01,LC,90481.0,7236.0,1985-01-21,1990-07-30
18458,007790,P,01,LU,56865.0,6179.0,1983-07-14,1986-05-30
18460,007791,P,01,LU,56873.0,1885.0,1978-01-31,1981-02-27
18461,007792,C,00X,LU,19676.0,22940.0,1960-01-01,1964-06-29
18462,007792,P,01,LU,19676.0,22940.0,1964-06-30,1983-08-31
18463,007793,C,00X,LU,56900.0,3274.0,1973-05-01,1978-01-30
18464,007793,P,01,LU,56900.0,3274.0,1978-01-31,1986-05-30
18467,007794,P,01,LU,56902.0,3122.0,1980-08-18,1984-11-30
18470,007798,P,01,LC,56937.0,5651.0,1982-10-15,2010-10-04
18473,007799,C,01,LC,56945.0,250.0,1979-08-10,2006-04-04
18474,007799,C,01,LC,56945.0,250.0,2009-10-12,
18477,007800,P,01,LU,56953.0,5151.0,1981-10-29,1986-07-31
18479,007801,P,01,LU,56961.0,3123.0,1978-01-31,1978-04-28
18481,007802,C,00X,LU,56980.0,3124.0,1974-05-01,1979-01-30
18482,007802,P,01,LU,56980.0,3124.0,1979-01-31,1980-09-30
18485,007803,C,01,LU,78514.0,26314.0,1983-10-06,1985-08-20
18488,007804,P,01,LU,57008.0,3125.0,1972-12-14,1978-12-29
18491,007805,P,01,LU,57059.0,3137.0,1981-04-13,1982-09-30
18493,007806,C,01,LU,18390.0,22846.0,1973-01-31,1977-11-30
18496,007807,P,01,LU,34593.0,24019.0,1962-07-02,1978-05-31
18500,007808,C,01,LU,56506.0,25525.0,1972-12-14,1985-09-06
18503,007809,P,01,LC,57067.0,4492.0,1972-12-14,2006-06-30
18506,007810,P,01,LU,57075.0,3170.0,1981-04-30,1987-03-31
18513,007814,C,00X,LC,26761.0,23425.0,1959-04-06,1962-01-30
18514,007814,P,01,LC,26761.0,23425.0,1962-01-31,1978-12-31
18517,007815,P,01,LU,66659.0,21268.0,1984-08-28,1993-06-30
18521,007816,P,01,LC,34606.0,24020.0,1962-07-02,1983-12-29
18525,007817,C,01,LC,57104.0,6744.0,1983-12-22,1991-12-19
18526,007817,C,01,LC,57104.0,6744.0,2005-07-01,2008-04-30
18529,007818,C,01,LC,57112.0,5938.0,1983-04-21,1991-03-21
18534,007820,P,01,LU,57147.0,3277.0,1981-10-16,1987-10-30
18536,007821,P,01,LU,57155.0,3258.0,1980-11-03,1995-03-31
18539,007822,C,01,LU,57163.0,3310.0,1979-01-31,1993-05-06
18542,007823,P,01,LU,57171.0,3188.0,1973-04-17,1994-09-30
18545,007824,P,01,LC,38658.0,21269.0,1962-11-19,2013-12-19
18546,007825,C,00X,LU,64047.0,3263.0,1978-01-01,1978-01-30
18547,007825,P,01,LU,64047.0,3263.0,1978-01-31,1987-01-30
18551,007826,C,01,LU,80433.0,12974.0,1994-04-06,2000-11-27
18555,007828,C,00X,LU,57251.0,3139.0,1974-01-01,1978-01-30
18556,007828,P,01,LU,57251.0,3139.0,1978-01-31,2007-09-28
18561,007831,C,01,LU,57270.0,3279.0,1983-01-31,1989-09-12
18568,007835,P,01,LU,57286.0,3164.0,1980-12-17,2004-06-30
18571,007836,C,01,LU,63328.0,3590.0,1972-12-14,1974-11-29
18573,007837,C,00X,LC,23499.0,21272.0,1951-01-01,1962-01-30
18574,007837,P,01,LC,23499.0,21272.0,1962-01-31,2000-03-22
18577,007838,P,01,LU,45145.0,24800.0,1967-10-10,1981-03-31
18583,007840,P,01,LU,28425.0,23540.0,1962-02-28,1980-12-22
18586,007841,C,00X,LU,57315.0,3187.0,1980-07-15,1980-07-30
18587,007841,C,01,LU,57315.0,3187.0,1980-07-31,1993-04-27
18590,007842,P,01,LU,43879.0,24715.0,1966-10-19,1985-03-29
18596,007844,P,01,LU,57331.0,3190.0,1978-01-31,1980-08-04
18598,007845,C,00X,LC,34614.0,24021.0,1962-07-02,1965-01-28
18599,007845,P,01,LC,34614.0,24021.0,1965-01-29,1981-11-30
18605,007849,P,01,LU,64450.0,3200.0,1972-12-14,
18607,007850,C,00X,LC,34630.0,21274.0,1966-01-01,1968-01-30
18608,007850,P,01,LC,34630.0,21274.0,1968-01-31,2008-09-30
18613,007852,P,01,LC,60804.0,21275.0,1979-03-07,1998-09-28
18614,007852,P,01,LC,79542.0,29941.0,1998-09-29,2007-04-20
18617,007853,P,01,LU,34649.0,21276.0,1962-07-02,2007-04-30
18619,007854,P,01,LU,57382.0,3181.0,1980-10-07,1985-01-31
18623,007856,P,01,LU,57403.0,3313.0,1981-02-20,1985-08-30
18630,007860,C,00X,LC,57430.0,7036.0,1984-05-16,1985-10-30
18631,007860,C,00X,LC,57430.0,7036.0,1986-04-09,1987-10-21
18634,007861,C,00X,LC,25486.0,23338.0,1950-01-01,1966-02-04
18637,007862,C,00X,LC,24096.0,21278.0,1951-01-01,1962-01-30
18638,007862,P,01,LC,24096.0,21278.0,1962-01-31,2008-09-16
18644,007865,C,01,LU,57454.0,3315.0,1980-06-30,1992-06-30
18648,007866,P,01,LU,47466.0,21280.0,1969-01-14,
18649,007867,C,00X,LU,57462.0,5597.0,1974-01-01,1974-01-30
18650,007867,P,01,LU,57462.0,5597.0,1974-01-31,1985-04-30
18653,007868,P,01,LU,57497.0,5727.0,1982-12-14,1984-04-30
18655,007870,C,00X,LU,19510.0,22928.0,1950-01-01,1962-01-30
18656,007870,P,01,LU,19510.0,22928.0,1962-01-31,1972-08-31
18659,007871,P,01,LU,58528.0,3138.0,1972-12-14,1987-08-31
18664,007873,P,01,LC,34665.0,21281.0,1962-07-02,2002-02-25
18668,007874,P,01,LC,57518.0,3175.0,1972-12-14,1982-10-29
18671,007875,P,01,LC,60986.0,3178.0,1972-12-14,
18675,007877,C,00X,LC,64768.0,25730.0,1984-01-01,1984-01-30
18676,007877,P,01,LC,64768.0,25730.0,1984-01-31,1988-09-16
18680,007878,P,01,LU,51318.0,21282.0,1970-10-12,2004-01-27
18682,007879,C,00X,LU,64776.0,25731.0,1984-01-01,1984-01-30
18683,007879,P,01,LU,64776.0,25731.0,1984-01-31,1989-02-10
18685,007880,P,01,LU,90529.0,7356.0,1984-12-20,1987-07-31
18687,007881,C,00X,LU,21207.0,21286.0,1961-01-01,1962-01-30
18688,007881,P,01,LU,21207.0,21286.0,1962-01-31,
18691,007882,C,02,LU,34673.0,24025.0,1966-01-31,
18692,007883,C,00X,LU,57534.0,3179.0,1973-05-01,1978-01-30
18693,007883,P,01,LU,57534.0,3179.0,1978-01-31,2016-04-29
18696,007884,C,00X,LC,65381.0,3242.0,1973-01-01,1973-01-30
18697,007884,P,01,LC,65381.0,3242.0,1973-01-31,1974-06-02
18698,007884,P,01,LC,65381.0,3242.0,1983-09-07,1990-07-05
18700,007885,P,01,LU,57542.0,3176.0,1978-03-17,1992-11-30
18705,007887,P,01,LU,57569.0,3238.0,1981-08-14,1986-04-30
18709,007888,C,01,LU,57577.0,3308.0,1976-09-01,1996-07-31
18712,007889,C,01,LU,12258.0,9956.0,1988-10-03,1991-07-31
18716,007890,C,01,LU,75788.0,3191.0,1982-11-01,1994-12-07
18719,007891,P,01,LU,48178.0,24984.0,1969-04-22,1983-04-29
18721,007892,C,00X,LU,24184.0,21288.0,1951-01-01,1962-01-30
18722,007892,P,01,LU,24184.0,21288.0,1962-01-31,2002-02-28
18732,007897,C,01,LU,79185.0,12150.0,1993-05-20,1999-03-31
18734,007898,P,01,LC,67707.0,21292.0,1985-05-10,1991-05-31
18736,007898,P,03,LC,67707.0,21292.0,1991-06-05,1994-08-31
18743,007900,P,01,LU,57606.0,7052.0,1984-05-24,1985-04-22
18746,007901,C,01,LU,57614.0,3220.0,1979-06-27,1986-03-19
18748,007902,P,01,LU,57622.0,6823.0,1984-02-01,1985-10-31
18751,007903,P,01,LU,64303.0,3192.0,1972-12-14,1992-08-31
18754,007904,P,01,LC,48274.0,21293.0,1969-05-02,2011-12-30
18757,007905,P,01,LC,57649.0,3193.0,1972-12-14,1984-08-29
18761,007906,P,01,LU,57665.0,3194.0,1980-12-02,
18767,007908,P,90,LU,80863.0,27574.0,1994-09-29,
18771,007909,C,01,LU,78330.0,27470.0,1982-11-01,1984-08-31
18774,007910,P,01,LC,57729.0,431.0,1981-06-26,1986-04-25
18777,007911,P,01,LU,57745.0,3218.0,1972-12-14,
18780,007912,P,01,LC,61815.0,3219.0,1972-12-14,2020-10-30
18785,007914,P,01,LU,57753.0,6025.0,1983-06-30,1997-06-20
18788,007915,C,01,LU,57761.0,7034.0,1984-05-15,1989-09-29
18792,007916,P,01,LC,54586.0,25377.0,1972-04-21,1988-04-22
18795,007917,P,01,LU,57780.0,3222.0,1972-12-14,2005-05-31
18797,007918,P,01,LU,58317.0,3224.0,1973-01-12,1986-03-31
18805,007919,C,01,LC,89201.0,28010.0,2001-06-27,2006-08-17
18811,007920,C,01,LC,66288.0,3225.0,1972-12-14,1999-11-23
18813,007921,P,01,LU,57809.0,3160.0,1979-12-13,
18816,007922,P,01,LU,57817.0,3217.0,1972-12-14,
18818,007923,C,00X,LC,13522.0,22446.0,1959-01-01,1962-01-30
18819,007923,P,01,LC,13522.0,22446.0,1962-01-31,1982-06-01
18820,007923,P,01,LC,64311.0,21294.0,1982-06-25,
18822,007924,P,01,LU,57825.0,5565.0,1982-06-29,1986-07-31
18823,007925,C,00X,LU,60126.0,3249.0,1975-01-01,1976-01-29
18824,007925,P,01,LU,60126.0,3249.0,1976-01-30,1980-06-30
18826,007927,P,01,LU,90553.0,7451.0,1985-03-06,1992-05-29
18828,007928,P,01,LU,57841.0,3226.0,1981-05-06,1984-08-31
18830,007929,C,01,LU,27457.0,23477.0,1962-01-31,1981-12-31
18833,007930,P,01,LU,57860.0,6011.0,1983-05-25,1987-06-30
18837,007931,C,90,LU,57876.0,5811.0,1983-05-27,1993-02-05
18839,007932,P,01,LU,57884.0,3252.0,1977-04-29,2005-01-31
18843,007933,P,01,LU,64055.0,4629.0,1972-12-14,1987-12-31
18847,007934,C,01,LU,57892.0,3227.0,1980-06-30,1986-01-31
18853,007935,P,01,LU,49752.0,21296.0,1969-12-18,2003-01-31
18854,007936,C,00X,LC,57913.0,3133.0,1974-01-01,1978-07-30
18855,007936,C,01,LC,57913.0,3133.0,1978-07-31,2012-10-31
18857,007937,C,00X,LC,26876.0,23432.0,1959-06-30,1962-01-30
18858,007937,P,01,LC,26876.0,23432.0,1962-01-31,1970-12-31
18861,007938,P,01,LU,28118.0,21247.0,1962-01-31,
18866,007940,P,01,LU,57940.0,3109.0,1980-10-21,1982-11-30
18870,007941,C,01,LC,57948.0,6950.0,1984-06-01,1988-09-19
18876,007945,P,01,LU,49146.0,25049.0,1969-09-05,1981-05-19
18878,007946,C,00X,LC,13557.0,22449.0,1959-01-01,1962-01-30
18879,007946,P,01,LC,13557.0,22449.0,1962-01-31,1987-10-21
18885,007949,P,01,LU,34745.0,24031.0,1968-01-31,1983-10-31
18887,007950,C,00X,LU,13565.0,22450.0,1959-09-01,1966-01-30
18888,007950,P,01,LU,13565.0,22450.0,1966-01-31,1971-04-28
18893,007951,P,01,LU,79611.0,27626.0,1993-09-30,
18894,007952,C,00X,LU,57999.0,3119.0,1974-01-01,1978-01-30
18895,007952,P,01,LU,57999.0,3119.0,1978-01-31,1999-02-26
18899,007953,C,01,LU,58019.0,6417.0,1983-10-31,1986-06-18
18902,007954,C,01,LU,34753.0,21297.0,1968-01-31,1994-12-09
18905,007955,P,01,LU,58043.0,3152.0,1972-12-14,1999-07-30
18908,007956,P,01,LC,58070.0,5319.0,1982-02-26,1988-12-27
18912,007958,C,01,LC,58086.0,3221.0,1972-12-14,1975-08-31
18913,007959,P,01,LU,63706.0,21298.0,1975-09-23,
18915,007960,P,01,LU,58107.0,5623.0,1982-09-08,1991-01-31
18920,007962,P,01,LU,90596.0,7532.0,1985-05-06,1997-10-29
18924,007964,P,01,LU,84402.0,27575.0,1997-01-10,2007-12-31
18927,007966,P,01,LU,58115.0,3233.0,1983-12-09,1990-08-31
18930,007967,C,01,LC,10062.0,8009.0,1986-02-19,1999-09-01
18931,007967,C,00X,LC,19334.0,22914.0,1950-01-01,1962-01-30
18932,007967,C,01,LC,19334.0,22914.0,1962-01-31,1980-09-18
18935,007968,C,01,LU,34796.0,24034.0,1962-07-02,1972-07-31
18936,007969,P,01,LU,58150.0,3131.0,1973-08-31,1993-05-28
18939,007970,P,01,LC,44206.0,21299.0,1967-02-20,
18942,007971,P,01,LC,58203.0,6351.0,1983-08-31,1989-02-27
18944,007972,P,01,LU,58211.0,7163.0,1984-08-02,1985-07-31
18952,007974,P,01,LU,38762.0,21244.0,1962-12-19,
18958,007976,P,01,LU,58238.0,3256.0,1972-12-14,1981-10-30
18963,007977,C,00X,LC,23931.0,21300.0,1951-01-01,1962-01-30
18964,007977,P,01,LC,23931.0,21300.0,1962-01-31,
18971,007980,P,01,LC,58640.0,21301.0,1975-11-10,2009-01-13
18976,007982,P,01,LU,58246.0,3275.0,1972-12-14,
18981,007984,C,01,LC,49955.0,21302.0,1970-02-03,1999-07-14
18983,007984,C,01,LC,49955.0,21302.0,2003-07-11,2011-10-31
18987,007985,P,01,LU,24766.0,21303.0,1962-01-31,
18991,007987,P,01,LU,58262.0,3265.0,1982-01-29,1986-12-31
18992,007988,C,00X,LU,58289.0,4757.0,1974-01-01,1978-01-30
18993,007988,P,01,LU,58289.0,4757.0,1978-01-31,1988-01-29
18997,007990,P,01,LU,58659.0,25586.0,1975-12-29,1983-11-30
19000,007991,C,01,LC,58318.0,3302.0,1973-11-07,1982-07-08
19001,007991,C,01,LC,58318.0,3302.0,1982-11-01,
19002,007992,C,00X,LC,21995.0,23114.0,1969-01-01,1969-01-30
19003,007992,P,01,LU,21995.0,23114.0,1969-01-31,1985-08-30
19006,007993,P,01,LC,58334.0,3306.0,1972-12-14,
19010,007994,C,00X,LC,57779.0,25586.0,1974-04-17,1974-08-29
19011,007994,P,01,LC,57779.0,25586.0,1974-08-30,1975-03-02
19014,007995,C,00X,LU,58369.0,3311.0,1976-07-28,1979-01-30
19015,007995,P,01,LU,58369.0,3311.0,1979-01-31,1998-04-02
19021,007998,P,01,LC,58385.0,3304.0,1972-12-14,1985-11-29
19024,007999,P,01,LU,52871.0,25283.0,1971-07-22,1982-11-15
19027,008000,P,01,LU,58393.0,3307.0,1972-12-14,2000-09-29
19033,008001,P,01,LU,58406.0,3309.0,1972-12-14,2003-09-12
19034,008001,P,03,LC,90458.0,3309.0,2004-11-02,
19037,008002,P,01,LU,58414.0,3266.0,1972-12-14,1990-01-31
19044,008003,C,00X,LC,27318.0,23469.0,1960-05-02,1962-01-30
19045,008003,P,01,LC,27318.0,23469.0,1962-01-31,1988-08-16
19046,008003,P,04,LC,79294.0,23469.0,1993-06-11,1999-12-17
19050,008004,P,01,LU,39300.0,21304.0,1963-06-10,1990-08-08
19052,008005,C,00X,LC,22816.0,23170.0,1960-07-01,1962-01-30
19053,008005,C,01,LC,22816.0,23170.0,1962-01-31,1968-06-30
19054,008005,C,01,LC,46447.0,24883.0,1968-07-01,1983-09-08
19057,008006,P,01,LU,78337.0,26682.0,1982-11-01,1988-01-29
19063,008007,P,01,LC,38703.0,21305.0,1962-12-10,
19071,008009,C,01,LC,75304.0,21306.0,1988-06-13,1998-07-02
19073,008009,C,01,LC,86303.0,34847.0,1998-07-13,2009-07-06
19075,008010,C,00X,LU,57402.0,5581.0,1973-07-01,1981-01-29
19076,008010,P,01,LU,57402.0,5581.0,1981-01-30,1983-06-30
19078,008011,C,01,LC,58457.0,3229.0,1980-01-10,1988-12-30
19079,008012,C,00X,LU,58465.0,6233.0,1984-01-01,1984-01-30
19080,008012,P,01,LU,58465.0,6233.0,1984-01-31,1992-09-30
19083,008014,P,01,LU,58473.0,3214.0,1979-09-27,2002-04-30
19086,008015,P,02,LU,58481.0,3231.0,1980-11-10,1999-04-30
19088,008016,P,01,LU,58500.0,3232.0,1981-05-13,1990-03-30
19090,008017,P,01,LU,67010.0,6021.0,1983-05-26,2011-01-04
19095,008018,P,03,LC,58537.0,5337.0,1984-06-01,1986-06-30
19100,008019,C,01,LU,34809.0,5917.0,1963-11-29,1989-07-13
19102,008020,P,90,LU,63263.0,3230.0,1981-04-30,
19103,008021,C,00X,LU,54658.0,1879.0,1974-01-01,1979-01-30
19104,008021,P,01,LU,54658.0,1879.0,1979-01-31,1986-10-31
19109,008022,P,01,LU,58596.0,3234.0,1972-12-14,1989-11-30
19112,008023,C,01,LU,58609.0,3296.0,1979-01-31,1982-03-03
19115,008024,P,01,LC,73323.0,3285.0,1979-12-26,1980-12-31
19119,008025,C,01,LU,47204.0,21307.0,1968-11-22,1990-10-30
19122,008026,C,00X,LC,58625.0,3288.0,1978-06-09,1979-01-30
19123,008026,P,01,LC,58625.0,3288.0,1979-01-31,1980-11-27
19128,008028,P,01,LU,58641.0,5233.0,1981-12-15,1999-07-14
19131,008029,P,01,LU,58660.0,3291.0,1979-01-31,1984-01-31
19133,008030,P,01,LU,34817.0,21308.0,1966-04-29,
19136,008031,C,01,LC,11406.0,9247.0,1987-06-11,2011-06-30
19137,008031,C,01,LC,58668.0,3280.0,1978-05-01,1983-02-25
19140,008032,P,01,LU,58676.0,3284.0,1980-03-14,1986-11-28
19143,008033,P,01,LU,53890.0,21309.0,1972-01-06,2001-02-28
19146,008034,P,01,LU,58684.0,3212.0,1980-09-25,1986-06-30
19148,008035,P,01,LU,58692.0,5719.0,1982-12-08,1989-10-31
19153,008037,C,01,LU,58713.0,5076.0,1979-01-19,1984-08-22
19157,008039,P,01,LU,90617.0,6979.0,1985-02-28,1985-12-31
19160,008040,P,01,LU,64469.0,3294.0,1981-01-08,1986-08-29
19162,008041,C,00X,LC,58740.0,3295.0,1978-01-25,1979-01-30
19163,008041,P,01,LC,58740.0,3295.0,1979-01-31,1986-10-31
19171,008044,P,01,LC,66018.0,21316.0,1984-02-16,1997-08-14
19173,008045,C,00X,LC,58748.0,3329.0,1973-07-01,1981-01-29
19174,008045,C,01,LC,58748.0,3329.0,1981-01-30,1998-02-18
19177,008046,C,01,LU,53639.0,21317.0,1971-12-01,2000-05-31
19179,008047,P,01,LU,58756.0,3347.0,1979-01-31,2010-11-30
19182,008048,P,01,LU,40205.0,24442.0,1966-01-31,1981-04-09
19186,008049,C,02,LC,77554.0,11471.0,1992-04-16,1992-04-22
19188,008049,P,01,LC,77555.0,11471.0,1992-04-23,2006-06-30
19191,008050,P,01,LU,58772.0,6720.0,1984-01-06,2001-02-28
19194,008051,C,01,LU,58799.0,3278.0,1978-09-19,2001-01-11
19198,008052,P,01,LC,58801.0,3286.0,1981-03-31,1992-09-28
19204,008055,P,01,LU,58895.0,3407.0,1981-03-20,1986-10-31
19210,008059,C,00X,LC,58828.0,3417.0,1982-10-01,1983-01-30
19211,008059,P,01,LC,58828.0,3417.0,1983-01-31,1988-05-23
19212,008060,C,00X,LU,58836.0,579.0,1975-01-01,1979-01-30
19213,008060,P,01,LU,58836.0,579.0,1979-01-31,
19216,008061,P,01,LU,58844.0,3346.0,1972-12-14,1979-07-31
19219,008062,P,01,LU,34825.0,21319.0,1962-07-02,2000-01-31
19223,008063,P,01,LU,58852.0,3357.0,1972-12-14,1984-05-16
19227,008064,P,01,LU,47394.0,24938.0,1968-12-27,1988-11-02
19230,008065,C,01,LU,58879.0,3318.0,1979-01-31,1987-09-23
19235,008067,P,01,LU,58026.0,3319.0,1972-12-14,2002-11-14
19238,008068,P,01,LC,34833.0,21322.0,1962-07-02,
19241,008069,C,01,LU,90641.0,7485.0,1985-04-08,1993-02-19
19244,008070,P,01,LC,58916.0,7114.0,1984-06-29,1992-02-24
19248,008071,P,90,LC,90660.0,7282.0,1984-11-01,2007-06-28
19252,008072,P,01,LC,58924.0,3317.0,1979-09-10,1981-11-25
19254,008073,P,01,LU,72611.0,4262.0,1981-03-27,2022-08-31
19258,008075,P,01,LU,61604.0,3335.0,1972-12-14,1991-07-31
19261,008076,P,01,LU,58959.0,3331.0,1972-12-14,1980-11-28
19263,008077,P,01,LU,58967.0,3401.0,1979-01-31,1982-08-31
19266,008079,P,01,LU,58975.0,3326.0,1975-11-03,
19270,008080,C,01,LU,84794.0,3327.0,1972-12-14,1983-04-21
19275,008083,C,01,LU,59011.0,3330.0,1981-06-18,1991-03-06
19279,008084,C,02,LU,80378.0,29276.0,1994-03-16,2007-03-30
19282,008085,C,01,LU,59030.0,2447.0,1979-01-31,1984-06-21
19287,008087,P,01,LC,66667.0,3333.0,1981-07-14,1991-09-30
19290,008087,P,02,LC,67029.0,3333.0,1991-10-01,2003-07-23
19291,008087,P,02,LC,67029.0,3333.0,2004-12-09,
19294,008088,P,01,LC,59062.0,3336.0,1972-12-14,1980-12-31
19300,008091,P,01,LU,47845.0,24967.0,1969-02-27,1978-03-31
19304,008092,P,03,LC,13743.0,54299.0,2020-06-12,
19305,008092,P,01,LU,59089.0,3370.0,1972-12-14,2019-10-31
19309,008093,P,01,LC,34841.0,21324.0,1965-02-26,2002-03-28
19312,008094,P,01,LU,59097.0,3342.0,1972-12-14,1989-08-31
19317,008095,P,01,LU,59110.0,3343.0,1972-12-14,2004-03-02
19321,008096,C,01,LU,56733.0,21325.0,1972-12-14,2004-08-20
19325,008098,P,01,LU,34868.0,24035.0,1962-07-02,1978-08-31
19326,008099,C,00X,LU,23026.0,21326.0,1951-01-01,1962-01-30
19327,008099,P,01,LU,23026.0,21326.0,1962-01-31,
19331,008100,C,01,LU,75451.0,10076.0,1989-01-12,1992-07-10
19334,008101,P,06,LC,91205.0,50616.0,2006-04-07,2013-03-28
